 ,Image Link,Design Name, ,SKU Code,,Size,UOM,QTY,CP,remarks,CP/QTY,Total CP,SP,Margin,New SKU Name,,Type,,Finish,Color,,Length,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/4E4EFC54-C617-4078-B17E-22E0708B0B69.jpeg,,Hardware,HW0001,Black Mesh Net,,Sqft,1,400,,,,,,,Hardware,Mesh Net,Black,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/4E4EFC54-C617-4078-B17E-22E0708B0B69.jpeg,,Hardware,HW0012,Ball Pins - (Packet of 100),,pc,2,50,,,,,,,Hardware,Ball Pin,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/4E4EFC54-C617-4078-B17E-22E0708B0B69.jpeg,,Hardware,HW0022,broom stick,,pc,5,59,,,,,,,Hardware,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/4E4EFC54-C617-4078-B17E-22E0708B0B69.jpeg,,Structures,ST0060,Labour,,per person,4,1500,,,,,,,Structures,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/4E4EFC54-C617-4078-B17E-22E0708B0B69.jpeg,,Structures,ST0061,Transportation,,fix for 10km,1,5000,,,,,,,Structures,,,,,,,,
,,,,,,,#N/A,,#N/A,,,,,,,,,,,,,,,
97,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/A8ED4A7F-8F10-474C-8783-59774F21B672.jpeg,,Platform,PF0009,Platform 1 feet height,8x8,Sqft,1,25,,,,,,,Platform,8*8 feet,NA,flex,skirting,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/A8ED4A7F-8F10-474C-8783-59774F21B672.jpeg,,Platform,PF0003,Printed Flex,8x8,Sqft,1,15,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/A8ED4A7F-8F10-474C-8783-59774F21B672.jpeg,,Platform,PF0020,flex skirting,8x8,Sqft,1,10,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/A8ED4A7F-8F10-474C-8783-59774F21B672.jpeg,,Props&Accessorie,PA0337,bamboo sticks,12h,,3,,,,,,,,Props & accessories,sticks,Bamboo,brown,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/A8ED4A7F-8F10-474C-8783-59774F21B672.jpeg,,Fabric,FB0011,Printed Fabric,,Meters,30,58,,,,,,,Fabric,chiffon,NA,plain,white,multi-use,30,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/A8ED4A7F-8F10-474C-8783-59774F21B672.jpeg,,Props&Accessorie,PA0334,swim ring,,,1,,,,,,,,Props & accessories,ring,NA,blue,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/A8ED4A7F-8F10-474C-8783-59774F21B672.jpeg,,Props&Accessorie,PA0335,steering toy,,,1,,,,,,,,Props & accessories,toy,NA,custom \ hand finished,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/A8ED4A7F-8F10-474C-8783-59774F21B672.jpeg,,Artificial Flowers,AF0057,Off White Hydrangea,,Pcs,2,30,,,,,,,Flowers,Artificial,Hydrangea,White,piece,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/A8ED4A7F-8F10-474C-8783-59774F21B672.jpeg,,Artificial Flowers,AF0026,Dusty Pink Rose,,Pc,5,6,,,,,,,Flowers,Artificial,Rose,Pink,piece,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/A8ED4A7F-8F10-474C-8783-59774F21B672.jpeg,,Hardware,HW0017,Binding Wire,,Kg,1,80,,,,,,,Hardware,Binding Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/A8ED4A7F-8F10-474C-8783-59774F21B672.jpeg,,Hardware,HW0018,Fish Wire,,Kg,1,60,,,,,,,Hardware,Fish Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/A8ED4A7F-8F10-474C-8783-59774F21B672.jpeg,,Hardware,HW0009,Oasis Brick,,pc,1,20,,,,,,,Hardware,Oasis Brick,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/A8ED4A7F-8F10-474C-8783-59774F21B672.jpeg,,Hardware,HW0021,Tool kit,,pc,1,59,,,,,,,Hardware,Tool Kit,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/A8ED4A7F-8F10-474C-8783-59774F21B672.jpeg,,Hardware,HW0019,GI Wie,,Kg,1,220,,,,,,,Hardware,Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/A8ED4A7F-8F10-474C-8783-59774F21B672.jpeg,,Hardware,HW0001,Black Mesh Net,,Sqft,1,400,,,,,,,Hardware,Mesh Net,Black,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/A8ED4A7F-8F10-474C-8783-59774F21B672.jpeg,,Hardware,HW0012,Ball Pins - (Packet of 100),,pc,2,50,,,,,,,Hardware,Ball Pin,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/A8ED4A7F-8F10-474C-8783-59774F21B672.jpeg,,Hardware,HW0022,broom stick,,pc,5,59,,,,,,,Hardware,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/A8ED4A7F-8F10-474C-8783-59774F21B672.jpeg,,Structures,ST0060,Labour,,per person,4,1500,,,,,,,Structures,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/A8ED4A7F-8F10-474C-8783-59774F21B672.jpeg,,Structures,ST0061,Transportation,,fix for 10km,1,5000,,,,,,,Structures,,,,,,,,
,,,,,,,#N/A,,#N/A,,,,,,,,,,,,,,,
98,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B0C4F414-BB3D-4A61-AB09-ED5F200F4EC7.jpeg,,Platform,PF0009,Platform 1 feet height,16x16,Sqft,,25,,,,,,,Platform,16*16 feet,NA,flex,no skirting,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B0C4F414-BB3D-4A61-AB09-ED5F200F4EC7.jpeg,,Platform,PF0001,White Flex,16x16,Sqft,,10,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B0C4F414-BB3D-4A61-AB09-ED5F200F4EC7.jpeg,,Structures,ST0045,box stande 10ft,,pc,4,150,,,,,,,Structures,Standee,10 Feet,box,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B0C4F414-BB3D-4A61-AB09-ED5F200F4EC7.jpeg,,Structures,ST0046,box stande 12ft,,pc,4,150,,,,,,,Structures,Standee,12 Feet,box,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B0C4F414-BB3D-4A61-AB09-ED5F200F4EC7.jpeg,,Fabric,FB0011,Printed Fabric,orange and yellow mix,Meters,45,58,,,,,,,Fabric,chiffon,NA,plain,yellow,multi-use,45,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B0C4F414-BB3D-4A61-AB09-ED5F200F4EC7.jpeg,,Fabric,FB0001,Crepe High Quality,yellow ,Meters,50,25,,,,,,,Fabric,crepe,High quality,plain,yellow,multi-use,50,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B0C4F414-BB3D-4A61-AB09-ED5F200F4EC7.jpeg,,Fabric,FB0001,Crepe High Quality,red,Meters,40,25,,,,,,,Fabric,crepe,High quality,plain,red,multi-use,40,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B0C4F414-BB3D-4A61-AB09-ED5F200F4EC7.jpeg,,Props&Accessorie,PA0258,Paper Ribbon,5ft,pc,60,80,,,,,,,Props & accessories,Ribbon,Paper,NA,5 feet,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B0C4F414-BB3D-4A61-AB09-ED5F200F4EC7.jpeg,,Props&Accessorie,PA0213,Round Stainless Steel Matka,,pc,,600,,,,,,,Props & accessories,Matka,Steel,NA,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B0C4F414-BB3D-4A61-AB09-ED5F200F4EC7.jpeg,,Hardware,HW0017,Binding Wire,,Kg,4,80,,,,,,,Hardware,Binding Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B0C4F414-BB3D-4A61-AB09-ED5F200F4EC7.jpeg,,Hardware,HW0018,Fish Wire,,Kg,3,60,,,,,,,Hardware,Fish Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B0C4F414-BB3D-4A61-AB09-ED5F200F4EC7.jpeg,,Hardware,HW0021,Tool kit,,pc,1,59,,,,,,,Hardware,Tool Kit,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B0C4F414-BB3D-4A61-AB09-ED5F200F4EC7.jpeg,,Hardware,HW0019,GI Wie,,Kg,1,220,,,,,,,Hardware,Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B0C4F414-BB3D-4A61-AB09-ED5F200F4EC7.jpeg,,Hardware,HW0012,Ball Pins - (Packet of 100),,pc,10,50,,,,,,,Hardware,Ball Pin,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B0C4F414-BB3D-4A61-AB09-ED5F200F4EC7.jpeg,,Hardware,HW0022,broom stick,,pc,5,59,,,,,,,Hardware,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B0C4F414-BB3D-4A61-AB09-ED5F200F4EC7.jpeg,,Structures,ST0060,Labour,,per person,8,1500,,,,,,,Structures,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B0C4F414-BB3D-4A61-AB09-ED5F200F4EC7.jpeg,,Structures,ST0061,Transportation,,fix for 10km,1,5000,,,,,,,Structures,,,,,,,,
,,,,,,,#N/A,,#N/A,,,,,,,,,,,,,,,
99,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/BC42BACF-581B-4951-A80F-D51172FF90AA.jpeg,,Platform,PF0009,Platform 1 feet height,12x12,Sqft,1,25,,,,,,,Platform,12*12 feet,NA,flex,no skirting,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/BC42BACF-581B-4951-A80F-D51172FF90AA.jpeg,,Platform,PF0001,White Flex,12x12,Sqft,1,10,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/BC42BACF-581B-4951-A80F-D51172FF90AA.jpeg,,Hardware,ST0007,Nult & Bolt Truss,30x30,Sqft,1,20,,,,,,,Hardware,Tool Kit,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/BC42BACF-581B-4951-A80F-D51172FF90AA.jpeg,,Furniture,FU0016,Deewan with Gadda,,pc,5,1000,,,,,,,Furniture,deewan,plain,NA,2 seater,Cushion,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/BC42BACF-581B-4951-A80F-D51172FF90AA.jpeg,,Furniture,FU0014,Bolster - 1 Pair,,pc,5,200,,,,,,,Furniture,bolster,plain,NA,NA,bolster,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/BC42BACF-581B-4951-A80F-D51172FF90AA.jpeg,,Fabric,FB0001,Crepe High Quality,red,Meters,80,25,,,,,,,Fabric,crepe,High quality,plain,red,multi-use,80,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/BC42BACF-581B-4951-A80F-D51172FF90AA.jpeg,,Fabric,FB0001,Crepe High Quality,green,Meters,130,25,,,,,,,Fabric,crepe,High quality,plain,green,multi-use,130,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/BC42BACF-581B-4951-A80F-D51172FF90AA.jpeg,,Fabric,FB0001,Crepe High Quality,yellow,Meters,80,25,,,,,,,Fabric,crepe,High quality,plain,yellow,multi-use,80,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/BC42BACF-581B-4951-A80F-D51172FF90AA.jpeg,,Fabric,FB0001,Crepe High Quality,orange,Meters,80,25,,,,,,,Fabric,crepe,High quality,plain,orange,multi-use,80,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/BC42BACF-581B-4951-A80F-D51172FF90AA.jpeg,,Hardware,HW0017,Binding Wire,,Kg,8,80,,,,,,,Hardware,Binding Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/BC42BACF-581B-4951-A80F-D51172FF90AA.jpeg,,Hardware,HW0018,Fish Wire,,Kg,4,60,,,,,,,Hardware,Fish Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/BC42BACF-581B-4951-A80F-D51172FF90AA.jpeg,,Hardware,HW0021,Tool kit,,pc,1,59,,,,,,,Hardware,Tool Kit,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/BC42BACF-581B-4951-A80F-D51172FF90AA.jpeg,,Hardware,HW0019,GI Wie,,Kg,2,220,,,,,,,Hardware,Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/BC42BACF-581B-4951-A80F-D51172FF90AA.jpeg,,Hardware,HW0012,Ball Pins - (Packet of 100),,pc,20,50,,,,,,,Hardware,Ball Pin,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/BC42BACF-581B-4951-A80F-D51172FF90AA.jpeg,,Hardware,HW0022,broom stick,,pc,8,59,,,,,,,Hardware,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/BC42BACF-581B-4951-A80F-D51172FF90AA.jpeg,,Structures,ST0060,Labour,,per person,16,1500,,,,,,,Structures,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/BC42BACF-581B-4951-A80F-D51172FF90AA.jpeg,,Structures,ST0061,Transportation,,fix for 10km,1,5000,,,,,,,Structures,,,,,,,,
,,,,,,,#N/A,,#N/A,,,,,,,,,,,,,,,
100,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/3A49896C-6A4E-40C2-82B1-08228E321558.jpeg,,Structures,ST0046,box stande 12ft,,pc,6,150,,,,,,,Structures,Standee,12 Feet,box,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/3A49896C-6A4E-40C2-82B1-08228E321558.jpeg,,Structures,ST0169,crescent moon mdf structure with box label,12h4w,,4,,,,,,,,Structures,MDF STR,Custom Size,box,MDF,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/3A49896C-6A4E-40C2-82B1-08228E321558.jpeg,,Furniture,FU0016,Deewan with Gadda,,pc,3,1000,,,,,,,Furniture,deewan,plain,NA,2 seater,Cushion,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/3A49896C-6A4E-40C2-82B1-08228E321558.jpeg,,Furniture,FU0051,printed Cushion- 1 Pair,,pc,12,500,,,,,,,Furniture,Cushion,NA,NA,NA,Cushion,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/3A49896C-6A4E-40C2-82B1-08228E321558.jpeg,,Furniture,FU0014,Bolster - 1 Pair,,pc,3,200,,,,,,,Furniture,bolster,plain,NA,NA,bolster,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/3A49896C-6A4E-40C2-82B1-08228E321558.jpeg,,Props&Accessorie,PA0146,Bucket Hanging,,pc,2,400,,,,,,,Props & accessories,Bucket,NA,custom \ hand finished,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/3A49896C-6A4E-40C2-82B1-08228E321558.jpeg,,Fabric,FB0001,Crepe High Quality,yellow,Meters,80,25,,,,,,,Fabric,crepe,High quality,plain,yellow,multi-use,80,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/3A49896C-6A4E-40C2-82B1-08228E321558.jpeg,,Hardware,HW0017,Binding Wire,,Kg,4,80,,,,,,,Hardware,Binding Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/3A49896C-6A4E-40C2-82B1-08228E321558.jpeg,,Hardware,HW0018,Fish Wire,,Kg,2,60,,,,,,,Hardware,Fish Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/3A49896C-6A4E-40C2-82B1-08228E321558.jpeg,,Hardware,HW0021,Tool kit,,pc,1,59,,,,,,,Hardware,Tool Kit,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/3A49896C-6A4E-40C2-82B1-08228E321558.jpeg,,Hardware,HW0019,GI Wie,,Kg,1,220,,,,,,,Hardware,Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/3A49896C-6A4E-40C2-82B1-08228E321558.jpeg,,Hardware,HW0012,Ball Pins - (Packet of 100),,pc,2,50,,,,,,,Hardware,Ball Pin,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/3A49896C-6A4E-40C2-82B1-08228E321558.jpeg,,Hardware,HW0022,broom stick,,pc,6,59,,,,,,,Hardware,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/3A49896C-6A4E-40C2-82B1-08228E321558.jpeg,,Structures,ST0060,Labour,,per person,8,1500,,,,,,,Structures,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/3A49896C-6A4E-40C2-82B1-08228E321558.jpeg,,Structures,ST0061,Transportation,,fix for 10km,1,5000,,,,,,,Structures,,,,,,,,
,,,,,,,#N/A,,#N/A,,,,,,,,,,,,,,,
101,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/180DB355-13E5-4CC5-AC79-4CFA83592E9A.jpeg,,Structures,ST0038,pole base 8ft,,pc,2,600,,,,,,,Structures,Pole base,8 Feet,base,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/180DB355-13E5-4CC5-AC79-4CFA83592E9A.jpeg,,Structures,ST0085,8-12 ft pole column extension,,pc,1,800,,,,,,,Structures,Pole Column,Custom Size,extension,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/180DB355-13E5-4CC5-AC79-4CFA83592E9A.jpeg,,Artificial Flowers,AF0039,Red Hydrangea,,Pcs,120,30,,,,,,,Flowers,Artificial,Hydrangea,Red,piece,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/180DB355-13E5-4CC5-AC79-4CFA83592E9A.jpeg,,Artificial Flowers,AF0079,Light Peach Hydrangea,,Pcs,100,30,,,,,,,Flowers,Artificial,Hydrangea,Peach,piece,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/180DB355-13E5-4CC5-AC79-4CFA83592E9A.jpeg,,Artificial Flowers,AF0026,Dusty Pink Rose,,Pc,100,6,,,,,,,Flowers,Artificial,Rose,Pink,piece,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/180DB355-13E5-4CC5-AC79-4CFA83592E9A.jpeg,,Artificial Flowers,AF0076,Dark Blue Hydrangea,,Pcs,60,30,,,,,,,Flowers,Artificial,Hydrangea,Blue,piece,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/180DB355-13E5-4CC5-AC79-4CFA83592E9A.jpeg,,Artificial Flowers,AF0071,Dark Peach Rose,,Pc,80,6,,,,,,,Flowers,Artificial,Rose,Peach,piece,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/180DB355-13E5-4CC5-AC79-4CFA83592E9A.jpeg,,Artificial Flowers,AF0123,white wisteria,,#N/A,8,#N/A,,,,,,,Flowers,Artificial,wisteria,White,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/180DB355-13E5-4CC5-AC79-4CFA83592E9A.jpeg,,Real flowers,RF0001,Kamini (Real),,Lot,18,20,,,,,,,Flowers,Real,Kamini,White,lot ,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/180DB355-13E5-4CC5-AC79-4CFA83592E9A.jpeg,,Hardware,HW0017,Binding Wire,,Kg,2,80,,,,,,,Hardware,Binding Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/180DB355-13E5-4CC5-AC79-4CFA83592E9A.jpeg,,Hardware,HW0018,Fish Wire,,Kg,2,60,,,,,,,Hardware,Fish Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/180DB355-13E5-4CC5-AC79-4CFA83592E9A.jpeg,,Hardware,HW0021,Tool kit,,pc,1,59,,,,,,,Hardware,Tool Kit,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/180DB355-13E5-4CC5-AC79-4CFA83592E9A.jpeg,,Hardware,HW0019,GI Wie,,Kg,1,220,,,,,,,Hardware,Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/180DB355-13E5-4CC5-AC79-4CFA83592E9A.jpeg,,Hardware,HW0022,broom stick,,pc,12,59,,,,,,,Hardware,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/180DB355-13E5-4CC5-AC79-4CFA83592E9A.jpeg,,Hardware,HW0009,Oasis Brick,,pc,22,20,,,,,,,Hardware,Oasis Brick,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/180DB355-13E5-4CC5-AC79-4CFA83592E9A.jpeg,,Structures,ST0060,Labour,,per person,4,1500,,,,,,,Structures,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/180DB355-13E5-4CC5-AC79-4CFA83592E9A.jpeg,,Structures,ST0061,Transportation,,fix for 10km,1,5000,,,,,,,Structures,,,,,,,,
,,,,,,,#N/A,,#N/A,,,,,,,,,,,,,,,
102,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/8C35E41D-C384-41A7-A141-B25AD0EFAD64.jpeg,,Platform,PF0009,Platform 1 feet height,20x16,Sqft,,25,,,,,,,Platform,custom size,NA,flex,skirting,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/8C35E41D-C384-41A7-A141-B25AD0EFAD64.jpeg,,Platform,PF0003,Printed Flex,20x16,Sqft,,15,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/8C35E41D-C384-41A7-A141-B25AD0EFAD64.jpeg,,Platform,PF0020,flex skirting,20x16,Sqft,,10,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/8C35E41D-C384-41A7-A141-B25AD0EFAD64.jpeg,,Structures,ST0025,Frames 8x4,,pc,6,100,,,,,,,Structures,Frame,8 × 4 Feet,NA,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/8C35E41D-C384-41A7-A141-B25AD0EFAD64.jpeg,,Structures,ST0038,pole base 8ft,,pc,4,600,,,,,,,Structures,Pole base,8 Feet,base,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/8C35E41D-C384-41A7-A141-B25AD0EFAD64.jpeg,,Furniture,FU0007,Vintage Sofa-2 Seater,,pc,1,5000,,,,,,,Furniture,sofa,vintage,wood,2 seater,Cushion,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/8C35E41D-C384-41A7-A141-B25AD0EFAD64.jpeg,,Furniture,FU0025,Wooden Side Table,,pc,1,500,,,,,,,Furniture,side Table,vintage,wood,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/8C35E41D-C384-41A7-A141-B25AD0EFAD64.jpeg,,Furniture,FU0013,Cushion- 1 Pair,,pc,1,200,,,,,,,Furniture,Cushion,plain,NA,NA,Cushion,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/8C35E41D-C384-41A7-A141-B25AD0EFAD64.jpeg,,Artificial Flowers,AF0007,Light Pink Rose,,Pc,60,6,,,,,,,Flowers,Artificial,Rose,Pink,piece,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/8C35E41D-C384-41A7-A141-B25AD0EFAD64.jpeg,,Artificial Flowers,AF0071,Dark Peach Rose,,Pc,50,6,,,,,,,Flowers,Artificial,Rose,Peach,piece,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/8C35E41D-C384-41A7-A141-B25AD0EFAD64.jpeg,,Artificial Flowers,AF0057,Off White Hydrangea,,Pcs,45,30,,,,,,,Flowers,Artificial,Hydrangea,White,piece,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/8C35E41D-C384-41A7-A141-B25AD0EFAD64.jpeg,,Real flowers,RF0026,Palm (Real),,Lot,8,40,,,,,,,Flowers,Real,Palm,green,lot ,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/8C35E41D-C384-41A7-A141-B25AD0EFAD64.jpeg,,Real flowers,RF0090,monstera leaf,,lot,8,300,,,,,,,Flowers,Real,Monstera,green,lot ,NA,NA,,
